txn_id,timestamp,timestamp_status,user_id,merchant_id,amount,amount_status,utr,utr_status,mcc,mcc_status,status
TXN00010692,2026-01-07 20:44:22,VALID,USR84099,MCH8174,1718.0,VALID,UTR7676527269,VALID,,MISSING,SUCCESS
TXN00015849,2026-03-16 05:09:50,VALID,USR22527,MCH4730,3753.91,VALID,UTR0042421651,VALID,5411,VALID,SUCCESS
TXN00014880,2026-02-03 20:38:13,VALID,USR88572,MCH8156,864.54,VALID,UTR8993528564,VALID,5411,VALID,SUCCESS
TXN00004177,2026-01-11 09:15:49,VALID,USR73263,MCH2385,14572.03,VALID,UTR8121128587,VALID,5912,VALID,SUCCESS
TXN00019142,2026-02-11 00:10:01,VALID,USR86426,MCH6693,17916.01,VALID,UTR0839764142,VALID,5411,VALID,SUCCESS
TXN00011964,2026-02-17 17:43:30,VALID,USR70067,MCH5101,4913.43,VALID,UTR2173049442,VALID,5411,VALID,SUCCESS
TXN00015893,2026-02-19 15:16:30,VALID,USR22531,MCH4411,21362.03,VALID,UTR7648349123,VALID,5411,VALID,PROCESSING
TXN00011941,2026-03-15 11:09:50,VALID,USR12346,MCH4051,2280.05,VALID,UTR0437028706,VALID,,MISSING,SUCCESS
TXN00018522,2026-02-20 06:28:03,VALID,USR42055,MCH3529,8301.12,VALID,UTR6603710602,VALID,5812,VALID,SUCCESS
TXN00000438,2026-01-23 20:03:53,VALID,USR61932,MCH1725,20548.0,VALID,UTR7298620073,VALID,,MISSING,SUCCESS
TXN00007190,2026-03-28 00:00:00,DATE_ONLY,USR84844,MCH7439,15130.73,VALID,UTR3207421167,VALID,5812,VALID,FAILED
TXN00016716,2026-01-10 01:23:00,VALID,USR10624,MCH4301,23177.46,VALID,UTR1787669691,VALID,,MISSING,SUCCESS
TXN00011512,2026-03-20 14:13:43,VALID,USR40991,MCH6337,14959.96,VALID,UTR8366977681,VALID,7011,VALID,SUCCESS
TXN00004571,2026-02-27 01:57:43,VALID,USR19991,MCH7129,12506.46,VALID,UTR5932689299,VALID,5812,VALID,SUCCESS
TXN00003092,2026-03-24 06:03:16,VALID,USR36946,MCH9580,23939.95,VALID,UTR3195232903,VALID,4131,VALID,SUCCESS
TXN00013626,2026-02-06 15:23:39,VALID,USR28601,MCH5814,10204.3,VALID,UTR9705241596,VALID,5411,VALID,FAILED
TXN00013800,2026-01-20 22:25:18,VALID,USR25578,MCH2902,20214.75,VALID,UTR5654380594,VALID,5912,VALID,SUCCESS
TXN00017823,2026-02-16 00:00:00,DATE_ONLY,USR66681,MCH7230,16922.4,VALID,UTR0961254214,VALID,5411,VALID,SUCCESS
TXN00018043,2026-01-04 02:53:02,VALID,USR66247,MCH7086,11228.68,VALID,UTR8728217944,VALID,5912,VALID,SUCCESS
TXN00017058,2026-02-14 13:08:11,VALID,USR46654,MCH4741,23324.3,VALID,UTR2347119007,VALID,5812,VALID,SUCCESS
TXN00017787,2026-01-10 19:25:17,VALID,USR91098,MCH7427,2805.38,VALID,UTR1594157687,VALID,5812,VALID,SUCCESS
TXN00017101,2026-02-26 10:22:20,VALID,USR53752,MCH8577,20788.02,VALID,UTR3125747951,VALID,5812,VALID,SUCCESS
TXN00014411,2026-01-01 10:52:19,VALID,USR46898,MCH7604,13868.97,VALID,UTR1849514042,VALID,5912,VALID,SUCCESS
TXN00004719,2026-01-27 14:30:41,VALID,USR85551,MCH9996,10887.2,VALID,UTR3606515898,VALID,4131,VALID,SUCCESS
TXN00011736,2026-01-03 15:42:27,VALID,USR34574,MCH9437,17717.39,VALID,UTR0654340821,VALID,5812,VALID,SUCCESS
TXN00012500,2026-01-21 11:49:29,VALID,USR79478,MCH7712,21003.53,VALID,UTR4673415200,VALID,5411,VALID,SUCCESS
TXN00016537,2026-01-14 17:12:01,VALID,USR94296,MCH6467,15846.41,VALID,UTR1443578507,VALID,5912,VALID,SUCCESS
TXN00008728,2026-01-16 03:29:09,VALID,USR96540,MCH8580,5376.0,VALID,UTR5956692216,VALID,5411,VALID,SUCCESS
TXN00018331,2026-05-03 22:17:08,VALID,USR17495,MCH9769,-19479.66,NEGATIVE,UTR1090773346,VALID,4131,VALID,PROCESSING
TXN00017230,2026-02-07 03:04:04,VALID,USR93901,MCH4029,2285.75,VALID,UTR1564456263,VALID,5411,VALID,FAILED
TXN00011020,2026-03-13 23:53:04,VALID,USR95269,MCH9940,23825.87,VALID,UTR7856468806,VALID,5812,VALID,FAILED
TXN00010969,2026-03-01 01:05:42,VALID,USR31310,MCH3354,16440.78,VALID,UTR3400658817,VALID,5411,VALID,SUCCESS
TXN00007154,2026-04-03 16:14:39,VALID,USR14967,MCH8488,22256.61,VALID,UTR6163582761,VALID,5411,VALID,SUCCESS
TXN00011405,2026-03-07 22:29:24,VALID,USR81427,MCH7611,20990.77,VALID,UTR1008660654,VALID,,MISSING,SUCCESS
TXN00019306,2026-11-02 23:15:09,VALID,USR23451,MCH6293,13789.6,VALID,UTR5750334245,VALID,7011,VALID,FAILED
TXN00005530,2026-01-01 02:59:07,VALID,USR82055,MCH6477,7323.45,VALID,UTR7213810693,VALID,7011,VALID,SUCCESS
TXN00017651,2026-02-24 05:26:05,VALID,USR61491,MCH5445,7566.94,VALID,UTR1098714547,VALID,,MISSING,SUCCESS
TXN00009873,2026-03-25 10:25:55,VALID,USR67429,MCH2248,6591.46,VALID,UTR0675829267,VALID,5411,VALID,SUCCESS
TXN00013525,2026-03-07 19:14:08,VALID,USR98198,MCH5228,13961.33,VALID,UTR5926899295,VALID,5411,VALID,SUCCESS
TXN00004496,2026-03-05 09:45:46,VALID,USR40077,MCH4130,15256.6,VALID,UTR4912422780,VALID,,MISSING,SUCCESS
TXN00006956,2026-01-15 22:16:26,VALID,USR54877,MCH1256,9002.02,VALID,,MISSING,5912,VALID,SUCCESS
TXN00004834,2026-03-01 14:30:19,VALID,USR16103,MCH9909,3903.0,VALID,UTR2436920173,VALID,5912,VALID,SUCCESS
TXN00012366,2026-01-28 15:56:55,VALID,USR37771,MCH6294,-3824.8,NEGATIVE,UTR1556578883,VALID,4131,VALID,SUCCESS
TXN00004678,2026-01-27 01:44:10,VALID,USR65789,MCH1375,24035.8,VALID,UTR0305195676,VALID,4131,VALID,SUCCESS
TXN00018471,2026-02-15 23:52:39,VALID,USR90336,MCH4355,12941.46,VALID,UTR8441596054,VALID,7011,VALID,SUCCESS
TXN00014276,2026-03-05 23:46:04,VALID,USR57626,MCH4844,5105.12,VALID,UTR2387366147,VALID,5411,VALID,SUCCESS
TXN00001489,2026-02-26 23:39:50,VALID,USR25765,MCH5901,9720.07,VALID,UTR2495813346,VALID,5411,VALID,SUCCESS
TXN00005592,2026-01-10 00:00:00,DATE_ONLY,USR64823,MCH6929,13137.7,VALID,UTR4126362861,VALID,5411,VALID,SUCCESS
TXN00016960,2026-02-04 10:29:35,VALID,USR36803,MCH3795,22792.96,VALID,UTR3252003743,VALID,7011,VALID,SUCCESS
TXN00010666,2026-01-16 17:01:40,VALID,USR29579,MCH8357,3488.3,VALID,UTR2021404374,VALID,7011,VALID,FAILED
TXN00013463,2026-01-19 14:15:16,VALID,USR75848,MCH8730,9033.75,VALID,UTR6124406834,VALID,7011,VALID,FAILED
TXN00019679,2026-01-21 03:56:01,VALID,USR65355,MCH3777,474.32,VALID,UTR0426161671,VALID,,MISSING,SUCCESS
TXN00015702,2026-02-13 13:26:06,VALID,USR33448,MCH5656,2989.93,VALID,UTR2089520050,VALID,5912,VALID,SUCCESS
TXN00018159,2026-01-29 05:05:35,VALID,USR13035,MCH2085,7901.48,VALID,,MISSING,5912,VALID,SUCCESS
TXN00016556,2026-02-15 15:36:33,VALID,USR26728,MCH9262,8409.38,VALID,UTR4160815555,VALID,,MISSING,PROCESSING
TXN00003080,2026-01-05 21:46:03,VALID,USR68398,MCH9442,23618.96,VALID,UTR2328158833,VALID,5912,VALID,SUCCESS
TXN00012197,2026-01-26 06:47:23,VALID,USR14251,MCH9151,20144.06,VALID,UTR1570837501,VALID,7011,VALID,SUCCESS
TXN00008933,2026-03-14 09:23:47,VALID,USR57454,MCH3931,4291.4,VALID,UTR0129093328,VALID,5411,VALID,SUCCESS
TXN00002164,2026-01-06 07:39:04,VALID,USR99180,MCH5104,21037.77,VALID,UTR2452997719,VALID,,MISSING,SUCCESS
TXN00007105,2026-01-28 16:25:03,VALID,USR72259,MCH5429,6549.17,VALID,UTR3159132388,VALID,7011,VALID,SUCCESS
TXN00009227,2026-01-18 05:25:00,VALID,USR50525,MCH7740,10071.26,VALID,UTR9368437127,VALID,,MISSING,SUCCESS
TXN00015517,2026-03-18 11:40:11,VALID,USR49307,MCH6990,1433.13,VALID,UTR8110671857,VALID,5812,VALID,SUCCESS
TXN00005339,2026-01-31 00:00:00,DATE_ONLY,USR56540,MCH2512,22740.79,VALID,UTR8608432414,VALID,5411,VALID,SUCCESS
TXN00001184,2026-01-30 08:20:04,VALID,USR54539,MCH8953,23301.38,VALID,UTR1932729430,VALID,5912,VALID,SUCCESS
TXN00019181,2026-01-18 19:28:16,VALID,USR45410,MCH5584,20725.69,VALID,UTR2502406791,DUPLICATE,5411,VALID,SUCCESS
TXN00014534,2026-03-10 09:54:17,VALID,USR62148,MCH5702,12204.06,VALID,UTR1108516357,VALID,5411,VALID,SUCCESS
TXN00014986,2026-01-05 10:36:54,VALID,USR51717,MCH5520,11323.61,VALID,UTR3271168861,VALID,4131,VALID,SUCCESS
TXN00007915,2026-03-07 23:32:59,VALID,USR45945,MCH8813,68.66,VALID,UTR5969023752,VALID,5912,VALID,SUCCESS
TXN00009193,2026-01-21 03:49:50,VALID,USR62468,MCH6739,23347.13,VALID,UTR6570784277,VALID,4131,VALID,SUCCESS
TXN00006238,2026-03-16 21:08:31,VALID,USR34410,MCH5472,16271.6,VALID,UTR0495521403,VALID,7011,VALID,FAILED
TXN00011638,2026-02-01 07:17:46,VALID,USR98752,MCH9072,15594.41,VALID,UTR7410872671,VALID,5912,VALID,SUCCESS
TXN00014979,2026-03-03 22:49:06,VALID,USR79374,MCH8998,17386.28,VALID,UTR8982763343,VALID,4131,VALID,SUCCESS
TXN00004267,2026-02-21 21:09:58,VALID,USR38053,MCH2195,16209.0,VALID,UTR0680670831,VALID,5912,VALID,PROCESSING
TXN00004248,2026-03-07 08:09:05,VALID,USR18692,MCH1790,3019.98,VALID,UTR0444640621,VALID,5912,VALID,SUCCESS
TXN00017537,2026-03-22 13:41:28,VALID,USR78683,MCH5805,3467.89,VALID,UTR4665947865,VALID,5912,VALID,SUCCESS
TXN00001651,2026-03-04 00:50:06,VALID,USR73641,MCH7744,913.65,VALID,UTR8202905039,VALID,5411,VALID,SUCCESS
TXN00019742,2026-01-13 00:00:00,DATE_ONLY,USR20007,MCH7361,9349.0,VALID,UTR4842434190,VALID,5411,VALID,SUCCESS
TXN00010590,2026-03-03 22:38:45,VALID,USR70074,MCH2696,3496.77,VALID,UTR8036183502,VALID,,MISSING,SUCCESS
TXN00019514,2026-01-02 22:25:00,VALID,USR13604,MCH4969,14747.92,VALID,UTR9591504347,VALID,,MISSING,SUCCESS
TXN00019796,2026-02-20 00:00:00,DATE_ONLY,USR38880,MCH6203,20210.08,VALID,UTR2661556403,VALID,,MISSING,SUCCESS
TXN00010480,2026-01-15 11:42:06,VALID,USR19838,MCH8913,8892.0,VALID,UTR7388377824,VALID,5912,VALID,SUCCESS
TXN00012000,2026-02-13 01:12:30,VALID,USR93101,MCH3700,7930.46,VALID,UTR7533594527,VALID,5411,VALID,SUCCESS
TXN00000684,2026-02-22 06:41:02,VALID,USR71888,MCH8619,16719.39,VALID,UTR5391361611,VALID,7011,VALID,SUCCESS
TXN00011515,2026-02-23 01:43:01,VALID,USR27765,MCH5843,18503.5,VALID,,MISSING,5812,VALID,SUCCESS
TXN00018114,2026-02-10 20:48:41,VALID,USR62545,MCH1769,13000.69,VALID,UTR0317230005,VALID,7011,VALID,SUCCESS
TXN00006639,2026-02-28 07:22:25,VALID,USR65980,MCH2823,2144.21,VALID,,MISSING,5912,VALID,SUCCESS
TXN00005267,2026-01-12 21:30:36,VALID,USR85547,MCH2294,7279.01,VALID,UTR5343403621,VALID,7011,VALID,SUCCESS
TXN00014181,2026-03-06 00:54:33,VALID,USR80015,MCH1991,2365.0,VALID,UTR8670695625,VALID,5411,VALID,SUCCESS
TXN00002764,2026-02-13 09:53:15,VALID,USR71903,MCH6069,11197.36,VALID,UTR1305990115,VALID,7011,VALID,SUCCESS
TXN00006411,2026-02-06 20:53:00,VALID,USR87559,MCH2435,1204.06,VALID,UTR7672693592,VALID,,MISSING,SUCCESS
TXN00008883,2026-02-28 18:36:42,VALID,USR64488,MCH7747,864.05,VALID,UTR2386043684,VALID,5812,VALID,FAILED
TXN00008893,2026-03-08 09:56:55,VALID,USR86289,MCH5457,24511.97,VALID,UTR2349581387,VALID,5912,VALID,SUCCESS
TXN00004846,2026-02-08 00:50:45,VALID,USR24519,MCH6549,9811.52,VALID,UTR3080609303,VALID,5411,VALID,SUCCESS
TXN00016982,2026-03-14 02:56:02,VALID,USR64274,MCH6527,8879.4,VALID,UTR7212404905,VALID,5912,VALID,PROCESSING
TXN00002108,2026-03-03 11:23:51,VALID,USR16285,MCH4212,22654.52,VALID,UTR3933134146,VALID,,MISSING,SUCCESS
TXN00004592,2026-02-27 22:46:45,VALID,USR20914,MCH8717,5178.38,VALID,UTR2324815961,VALID,5411,VALID,SUCCESS
TXN00006100,2026-03-28 08:30:46,VALID,USR21056,MCH7910,21861.21,VALID,UTR9781415221,VALID,,MISSING,SUCCESS
TXN00007818,2026-02-05 02:35:40,VALID,USR17966,MCH3188,23514.03,VALID,UTR6029402269,VALID,4131,VALID,SUCCESS
TXN00004244,2026-03-24 07:29:20,VALID,USR31292,MCH7641,11360.05,VALID,UTR7776973791,VALID,5411,VALID,SUCCESS
TXN00013888,2026-03-31 10:07:02,VALID,USR43398,MCH4459,346.0,VALID,UTR0151599350,VALID,4131,VALID,SUCCESS
TXN00002175,2026-01-12 15:35:01,VALID,USR59431,MCH1897,5687.22,VALID,UTR7351572544,VALID,5411,VALID,SUCCESS
TXN00002086,2026-03-22 12:47:01,VALID,USR23673,MCH1907,12450.0,VALID,UTR4855282540,VALID,7011,VALID,SUCCESS
TXN00008226,2026-01-21 05:43:01,VALID,USR63740,MCH8744,13787.42,VALID,UTR0265156878,VALID,5411,VALID,SUCCESS
TXN00013926,2026-03-04 15:07:32,VALID,USR47256,MCH2107,4631.78,VALID,UTR9597869569,VALID,5411,VALID,SUCCESS
TXN00017259,2026-01-27 16:42:52,VALID,USR24192,MCH1841,-20248.94,NEGATIVE,UTR8181575920,VALID,7011,VALID,SUCCESS
TXN00015982,2026-01-25 11:48:55,VALID,USR61129,MCH4843,21754.87,VALID,UTR5504519336,VALID,4131,VALID,SUCCESS
TXN00001712,2026-03-29 17:04:59,VALID,USR99523,MCH7081,1543.13,VALID,UTR1600143714,VALID,5812,VALID,SUCCESS
TXN00013081,2026-01-12 17:38:21,VALID,USR93577,MCH8884,6830.31,VALID,UTR2498831753,VALID,5812,VALID,SUCCESS
TXN00010463,2026-03-02 02:11:25,VALID,USR60546,MCH7488,24351.04,VALID,UTR2746819770,VALID,5411,VALID,SUCCESS
TXN00007821,2026-01-26 05:08:47,VALID,USR60728,MCH7069,8867.06,VALID,UTR6645959614,VALID,,MISSING,SUCCESS
TXN00015376,2026-02-23 23:42:50,VALID,USR99305,MCH3834,16406.66,VALID,UTR0414870353,VALID,5912,VALID,FAILED
TXN00010005,2026-03-04 08:34:36,VALID,USR39804,MCH5083,11920.84,VALID,UTR9441613582,VALID,5912,VALID,SUCCESS
TXN00017070,2026-03-06 00:59:32,VALID,USR71507,MCH2030,21254.47,VALID,UTR5364288555,VALID,7011,VALID,SUCCESS
TXN00016857,2026-02-03 21:05:03,VALID,USR66398,MCH8357,17191.75,VALID,UTR5473470802,VALID,,MISSING,SUCCESS
TXN00016585,2026-11-03 01:41:52,VALID,USR14772,MCH7331,9364.68,VALID,UTR9675978933,VALID,5912,VALID,FAILED
TXN00013373,2026-03-27 06:32:20,VALID,USR69162,MCH6912,448.96,VALID,UTR7560920986,VALID,7011,VALID,SUCCESS
TXN00013420,2026-01-08 21:05:25,VALID,USR54231,MCH5527,18869.52,VALID,UTR7782121276,VALID,5411,VALID,SUCCESS
TXN00002166,2026-01-20 20:20:25,VALID,USR92076,MCH8789,24478.0,VALID,,MISSING,7011,VALID,FAILED
TXN00007899,2026-02-13 16:14:15,VALID,USR84435,MCH8128,6449.81,VALID,UTR1144588956,VALID,5411,VALID,SUCCESS
TXN00013014,2026-02-05 01:48:51,VALID,USR98526,MCH7784,4534.45,VALID,UTR6901604588,VALID,4131,VALID,SUCCESS
TXN00008169,2026-03-12 14:16:56,VALID,USR19781,MCH9219,10911.0,VALID,UTR2823975046,VALID,5912,VALID,SUCCESS
TXN00016057,2026-03-30 01:01:54,VALID,USR64127,MCH4608,8856.58,VALID,UTR7370260545,DUPLICATE,4131,VALID,SUCCESS
TXN00007029,2026-03-03 13:26:00,VALID,USR58004,MCH7275,9593.19,VALID,UTR1715377909,VALID,4131,VALID,PROCESSING
TXN00005871,2026-03-26 23:19:06,VALID,USR60749,MCH5768,5276.97,VALID,UTR8553233700,VALID,,MISSING,SUCCESS
TXN00013185,2026-02-03 01:41:05,VALID,USR46829,MCH7521,12609.38,VALID,UTR4604890153,VALID,,MISSING,SUCCESS
TXN00004332,2026-01-29 16:24:25,VALID,USR18512,MCH8526,3313.17,VALID,UTR6108114568,VALID,5411,VALID,SUCCESS
TXN00006888,2026-04-03 08:35:03,VALID,USR55871,MCH6499,8961.89,VALID,UTR3742728278,VALID,7011,VALID,SUCCESS
TXN00005027,2026-03-19 23:23:40,VALID,USR14799,MCH4611,6480.02,VALID,UTR2172948252,VALID,,MISSING,SUCCESS
TXN00018947,2026-01-08 12:32:22,VALID,USR74688,MCH6639,1430.41,VALID,UTR4170784961,VALID,5912,VALID,SUCCESS
TXN00007054,2026-01-30 13:58:54,VALID,USR57332,MCH3792,12100.0,VALID,UTR2045052990,VALID,5411,VALID,SUCCESS
TXN00013182,2026-02-24 07:23:11,VALID,USR14885,MCH9390,1157.79,VALID,UTR4762681718,VALID,5912,VALID,SUCCESS
TXN00016983,2026-03-22 02:56:12,VALID,USR38923,MCH2930,23853.91,VALID,UTR1131408551,DUPLICATE,5812,VALID,SUCCESS
TXN00002225,2026-02-12 09:36:43,VALID,USR14984,MCH6944,320.0,VALID,UTR6633127121,VALID,5912,VALID,SUCCESS
TXN00013742,2026-03-23 02:05:55,VALID,USR96212,MCH9693,2030.93,VALID,UTR4297996861,VALID,5812,VALID,PROCESSING
TXN00009447,2026-03-19 13:51:49,VALID,USR92078,MCH7293,24264.63,VALID,UTR3224132081,VALID,5411,VALID,FAILED
TXN00007111,2026-02-17 04:08:19,VALID,USR64369,MCH1112,18011.13,VALID,UTR9472005029,VALID,5411,VALID,FAILED
TXN00004598,2026-01-29 02:11:43,VALID,USR34811,MCH3331,5813.3,VALID,UTR8032561966,VALID,5812,VALID,SUCCESS
TXN00000674,2026-02-25 23:32:51,VALID,USR95736,MCH8679,13117.54,VALID,UTR4105565913,VALID,5411,VALID,SUCCESS
TXN00014817,2026-03-31 17:49:23,VALID,USR53194,MCH9353,11173.57,VALID,UTR4967865918,VALID,5812,VALID,SUCCESS
TXN00009099,2026-02-01 11:08:56,VALID,USR41395,MCH2199,23414.77,VALID,UTR0920686062,VALID,5912,VALID,SUCCESS
TXN00014715,2026-02-10 08:55:52,VALID,USR75984,MCH2367,13344.72,VALID,UTR3538234029,VALID,5812,VALID,SUCCESS
TXN00011614,2026-02-02 18:39:05,VALID,USR33631,MCH8267,24245.82,VALID,UTR1654390459,VALID,4131,VALID,SUCCESS
TXN00007676,2026-02-06 14:39:38,VALID,USR72121,MCH4672,14451.15,VALID,UTR0374426114,VALID,4131,VALID,SUCCESS
TXN00014998,2026-03-19 02:03:42,VALID,USR45098,MCH9778,1290.48,VALID,UTR7833350662,VALID,5411,VALID,SUCCESS
TXN00001794,2026-02-01 20:18:36,VALID,USR20775,MCH1612,17008.89,VALID,UTR4385474786,VALID,7011,VALID,SUCCESS
TXN00019148,2026-01-24 10:35:02,VALID,USR84691,MCH3935,22255.01,VALID,UTR8644251910,VALID,4131,VALID,SUCCESS
TXN00011103,2026-03-04 14:27:35,VALID,USR74446,MCH1934,19168.0,VALID,UTR4111398194,VALID,4131,VALID,SUCCESS
TXN00008464,2026-03-05 18:37:59,VALID,USR20838,MCH8989,-20090.51,NEGATIVE,UTR2208703251,VALID,7011,VALID,SUCCESS
TXN00019798,2026-01-25 09:25:48,VALID,USR79794,MCH4846,5082.0,VALID,UTR5182775264,VALID,5912,VALID,SUCCESS
TXN00000268,2026-03-26 16:54:58,VALID,USR21818,MCH6451,17565.08,VALID,UTR5334944383,VALID,5912,VALID,SUCCESS
TXN00014224,2026-08-03 11:47:00,VALID,USR25398,MCH2992,12959.44,VALID,,MISSING,5411,VALID,SUCCESS
TXN00001524,2026-02-07 11:37:43,VALID,USR30807,MCH7427,2544.51,VALID,UTR7470208841,VALID,5411,VALID,SUCCESS
TXN00011018,2026-03-28 04:44:07,VALID,USR47681,MCH7371,23282.35,VALID,UTR7010036018,VALID,5411,VALID,SUCCESS
TXN00004186,2026-03-20 01:38:02,VALID,USR97741,MCH1127,15813.58,VALID,UTR0563435724,VALID,,MISSING,PROCESSING
TXN00009839,2026-04-02 11:55:33,VALID,USR44750,MCH3351,18245.0,VALID,UTR1584909532,VALID,5411,VALID,FAILED
TXN00005906,2026-02-03 10:09:29,VALID,USR92179,MCH1083,15577.62,VALID,UTR5141315843,VALID,7011,VALID,SUCCESS
TXN00011774,2026-03-08 16:29:16,VALID,USR25901,MCH5761,5538.33,VALID,UTR8385899156,VALID,4131,VALID,SUCCESS
TXN00008899,2026-03-08 20:23:45,VALID,USR42498,MCH3617,1886.59,VALID,,MISSING,7011,VALID,SUCCESS
TXN00014436,2026-03-19 08:58:04,VALID,USR30565,MCH8834,8845.17,VALID,UTR1306160592,VALID,5812,VALID,SUCCESS
TXN00000333,2026-02-04 00:00:00,DATE_ONLY,USR33576,MCH8036,369.69,VALID,UTR7700626683,VALID,5411,VALID,SUCCESS
TXN00001579,2026-01-07 15:25:54,VALID,USR62617,MCH3437,15181.28,VALID,UTR1699041127,VALID,4131,VALID,SUCCESS
TXN00011982,2026-01-07 00:00:00,DATE_ONLY,USR59055,MCH4469,104.0,VALID,UTR1101734050,VALID,5812,VALID,SUCCESS
TXN00019294,2026-03-22 16:27:30,VALID,USR16748,MCH2680,20730.49,VALID,,MISSING,,MISSING,SUCCESS
TXN00015305,2026-02-08 00:00:00,DATE_ONLY,USR80781,MCH6104,16349.42,VALID,UTR6356783870,VALID,5812,VALID,SUCCESS
TXN00018548,2026-01-14 12:33:57,VALID,USR78546,MCH6588,10946.93,VALID,UTR1728386130,VALID,,MISSING,SUCCESS
TXN00007836,2026-03-10 00:46:43,VALID,USR44965,MCH1746,11396.96,VALID,UTR3771227877,VALID,7011,VALID,SUCCESS
TXN00013224,2026-03-02 00:09:22,VALID,USR43944,MCH4861,22431.13,VALID,UTR5100477647,VALID,7011,VALID,SUCCESS
TXN00009979,2026-03-25 16:38:21,VALID,USR58929,MCH5102,23765.79,VALID,UTR1514604184,VALID,5812,VALID,SUCCESS
TXN00001377,2026-03-25 06:39:46,VALID,USR89071,MCH7597,11138.18,VALID,UTR2522006807,VALID,5912,VALID,SUCCESS
TXN00007945,2026-03-20 10:07:02,VALID,USR94681,MCH6805,9541.41,VALID,UTR3852098878,VALID,5912,VALID,SUCCESS
TXN00010189,2026-01-25 07:55:54,VALID,USR19350,MCH2397,4272.3,VALID,UTR4169177396,VALID,4131,VALID,SUCCESS
TXN00002343,2026-11-01 01:10:36,VALID,USR31013,MCH3388,2013.7,VALID,UTR0812964959,VALID,5912,VALID,SUCCESS
TXN00002070,2026-02-25 00:00:00,DATE_ONLY,USR36336,MCH4822,8262.07,VALID,UTR5763245764,VALID,5812,VALID,SUCCESS
TXN00005975,2026-02-19 15:54:48,VALID,USR20301,MCH8953,7236.0,VALID,UTR1542105895,VALID,5912,VALID,SUCCESS
TXN00012793,2026-02-05 07:34:06,VALID,USR66996,MCH3143,19791.43,VALID,UTR5248676192,VALID,5411,VALID,SUCCESS
TXN00010421,2026-02-27 15:29:32,VALID,USR93230,MCH7021,4693.41,VALID,UTR1112690322,VALID,7011,VALID,FAILED
TXN00004833,2026-03-09 00:55:33,VALID,USR42767,MCH3146,16141.9,VALID,UTR4957122549,VALID,5812,VALID,FAILED
TXN00002997,2026-03-02 21:23:53,VALID,USR30314,MCH9495,3940.26,VALID,UTR4309542509,VALID,5812,VALID,SUCCESS
TXN00011017,2026-12-03 16:01:16,VALID,USR48077,MCH7822,16764.0,VALID,UTR6168786206,VALID,7011,VALID,SUCCESS
TXN00005504,2026-01-24 02:34:14,VALID,USR63300,MCH5208,12305.12,VALID,UTR8538618021,VALID,5912,VALID,SUCCESS
TXN00002752,2026-02-01 20:06:31,VALID,USR57934,MCH9294,16856.52,VALID,UTR4388703130,VALID,4131,VALID,FAILED
TXN00001202,2026-01-02 04:34:49,VALID,USR39214,MCH3115,624.43,VALID,UTR8235247914,VALID,4131,VALID,SUCCESS
TXN00017669,2026-02-15 10:52:10,VALID,USR61265,MCH3674,12866.02,VALID,,MISSING,7011,VALID,SUCCESS
TXN00009885,2026-02-15 20:53:31,VALID,USR39934,MCH6723,1382.07,VALID,UTR3191653799,VALID,7011,VALID,SUCCESS
TXN00001557,2026-02-03 12:17:58,VALID,USR87854,MCH9207,15278.41,VALID,UTR4361030062,VALID,5812,VALID,SUCCESS
TXN00010434,2026-03-04 02:54:07,VALID,USR24242,MCH5665,11803.71,VALID,UTR1250336678,VALID,4131,VALID,SUCCESS
TXN00012401,2026-03-15 10:45:03,VALID,USR42121,MCH1554,18595.98,VALID,UTR2012086122,DUPLICATE,4131,VALID,SUCCESS
TXN00003725,2026-03-09 14:30:58,VALID,USR61521,MCH7461,9319.0,VALID,UTR7303139173,VALID,,MISSING,SUCCESS
TXN00006665,2026-02-19 17:43:58,VALID,USR74107,MCH1937,22338.81,VALID,UTR9171550835,VALID,5912,VALID,SUCCESS
TXN00016584,2026-02-23 19:16:36,VALID,USR82168,MCH3613,20448.67,VALID,UTR1627113725,VALID,4131,VALID,SUCCESS
TXN00001374,2026-02-01 04:07:11,VALID,USR80349,MCH5934,12312.02,VALID,UTR2902805565,VALID,4131,VALID,SUCCESS
TXN00004599,2026-02-25 14:34:14,VALID,USR81474,MCH6871,10139.0,VALID,UTR4711630089,DUPLICATE,5912,VALID,SUCCESS
TXN00010852,2026-02-23 06:01:29,VALID,USR21014,MCH6598,9380.36,VALID,UTR5101770979,VALID,5912,VALID,SUCCESS
TXN00017286,2026-07-02 22:37:49,VALID,USR18372,MCH2443,-12552.44,NEGATIVE,UTR6491833974,VALID,7011,VALID,PROCESSING
TXN00009126,2026-02-06 22:52:43,VALID,USR50494,MCH8479,24044.44,VALID,UTR4409036395,VALID,,MISSING,FAILED
TXN00019323,2026-01-08 05:14:55,VALID,USR22572,MCH2049,9896.02,VALID,,MISSING,5411,VALID,SUCCESS
TXN00006996,2026-03-10 00:00:00,DATE_ONLY,USR27938,MCH1871,14497.63,VALID,UTR6534884998,VALID,7011,VALID,SUCCESS
TXN00012875,2026-02-20 11:10:16,VALID,USR13493,MCH4690,23959.13,VALID,UTR1116436783,VALID,5411,VALID,SUCCESS
TXN00000415,2026-02-22 15:24:23,VALID,USR43072,MCH9748,15799.61,VALID,,MISSING,4131,VALID,SUCCESS
