txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status
TXN00002221,2026-03-08 22:54:28,USR72759,MCH9090,17595.11,UTR7982033604,7011,S
TXN00010464,05/02/2026 03:17:28,USR22448,MCH8810,22787.24,UTR2239516894,5411,COMPLETED
TXN00014528,02-19-2026 02:46:37 PM,USR20479,MCH4552,9026.56,UTR9369778037,05411,S
TXN00010664,06/03/2026 22:57:57,USR41006,MCH6588,11115.4,UTR3874781495,5912,COMPLETED
TXN00002379,10/01/2026 04:12:53,USR35506,MCH3431,Rs. 11166.02,UTR 2532376551,,F
TXN00012250,2026-03-28 21:54:33,USR68148,MCH7469,24252.21,UTR6305589824,7011,TXN_SUCCESS
TXN00013233,2026-01-25 23:16:03,USR55739,MCH3860,"₹20,687.87",UTR5818734307,7011,S
TXN00018422,2026-01-20 00:03:21,USR22838,MCH6782,2138.33,UTR5075152593,4131,TXN_SUCCESS
TXN00002158,2026-03-06 18:31:53,USR88479,MCH6368,8705.06,,,SUCCESS
TXN00019090,2026-02-26 18:34:43,USR90306,MCH1453,"INR 18,774",UTR4193032642,7011,TXN_FAILED
TXN00017303,2026/03/30,USR38474,MCH8340,"₹1,561.13",,7011,TXN_SUCCESS
TXN00015534,09/01/2026 15:19:29,USR73839,MCH1104,2340.19,UTR4546806470,4131,COMPLETED
TXN00014004,04/02/2026 20:44:49,USR84956,MCH1264,"₹12,178.65",UTR3296019032,05411,COMPLETED
TXN00006088,15/02/2026 00:38:26,USR62777,MCH5656,5157.64,UTR1062297647,5411,SUCCESS
TXN00013239,2026-01-28 16:55:03,USR33419,MCH6519,"₹24,377.80",UTR4979403882,5812,TXN_SUCCESS
TXN00010813,1771593444,USR41041,MCH9376,2958.3,,,SUCCESS
TXN00015447,2026-02-20 17:54:02,USR72000,MCH3051,11700.68,UTR4656412771,05411,TXN_SUCCESS
TXN00017995,2026-01-30 11:32:43,USR12596,MCH1017,"18,198.36",UTR8093645969,05411,COMPLETED
TXN00010398,2026-03-31 20:58:49,USR69126,MCH5405,16196.25,UTR6640719099,5812,TXN_SUCCESS
TXN00016972,08/01/2026 13:18:26,USR30357,MCH9662,-20050.64,UTR3975109838,5812,Fail
TXN00003946,24/01/2026 09:29:53,USR95802,MCH9117,424.65,UTR9134876711,5812,SUCCESS
TXN00010169,2026-02-17 18:34:35,USR30134,MCH9368,"INR 12,459",UTR0042278088,4131,SUCCESS
TXN00011671,2026-01-05 14:45:21,USR77331,MCH5103,8424.27,,5912,TXN_SUCCESS
TXN00008851,2026-01-26 00:26:11,USR22260,MCH4548,"23,003.64",UTR8582453105,,TXN_SUCCESS
TXN00014611,2026/01/07,USR72049,MCH9417,9776.93,UTR4456423113,4131,S
TXN00008205,2026-03-21 08:19:55,USR73714,MCH6155,16605.21,UTR8386456786,5912,SUCCESS
TXN00014865,2026-03-21 01:37:14,USR18833,MCH8490,-18301.88,UTR5995149682,5912,SUCCESS
TXN00012584,2026-02-13 15:26:55,USR72162,MCH6969,20562.33,UTR3953827259,4131,Success
TXN00012338,2026-01-05 17:26:16,USR67269,MCH9777,12517.37,UTR7217061553,05411,COMPLETED
TXN00001032,2026-01-12 18:04:43,USR10743,MCH6581,"₹14,910.78",UTR4683021838,4131,Success
TXN00016423,1768174888,USR76173,MCH9601,"₹6,134.97",UTR8236122339,5411,Success
TXN00015692,2026-03-13 17:57:19,USR44433,MCH3108,17058.91,UTR6567349731,5912,S
TXN00007571,2026-01-09 13:22:57,USR61758,MCH6008,9185.57,UTR 8526264082,5812,Success
TXN00006599,2026-01-05 12:21:13,USR21827,MCH9264,"INR 23,020",UTR5827578267,05411,Fail
TXN00004243,2026-03-21 12:19:41,USR41784,MCH6885,18908.78,UTR5577063066,05411,S
TXN00019248,2026-02-17 05:56:36,USR71646,MCH5390,1605.14,UTR9298630837,5912,COMPLETED
TXN00016841,16/01/2026 00:09:21,USR91132,MCH7032,22657.62,UTR9920764927,7011,TXN_FAILED
TXN00000016,2026-02-27 07:56:50,USR17500,MCH1682,"INR 4,593",UTR 9481525633,05411,TXN_FAILED
TXN00008463,2026-02-21 02:06:58,USR10085,MCH9212,"₹6,766.88",,5912,TXN_SUCCESS
TXN00002792,2026-02-12 13:01:00,USR89667,MCH5628,24528.78,UTR 1798478403,,SUCCESS
TXN00009959,11/01/2026 19:55:44,USR13806,MCH4850,16675.97,UTR6703683699,,S
TXN00016178,03-21-2026 11:54:00 PM,USR23746,MCH6001,11273.44,UTR7786031610,5411,S
TXN00009394,03-19-2026 06:18:29 AM,USR94902,MCH7916,Rs. 18177.23,UTR6142218931,7011,Success
TXN00014630,2026-01-08 14:08:11,USR18553,MCH7919,3004.82,UTR 8214678642,5411,COMPLETED
TXN00014675,2026-01-09 01:56:47,USR61556,MCH8295,4277.16,UTR9193166011,05411,TXN_SUCCESS
TXN00006079,30/01/2026 19:33:37,USR81381,MCH8905,13797.29,UTR4198597827,4131,Success
TXN00016175,2026-03-02 18:34:53,USR88653,MCH1789,24933.04,UTR9676783016,4131,COMPLETED
TXN00012442,20/02/2026 18:53:34,USR58773,MCH7992,15364.11,UTR4657846643,5812,Success
TXN00005110,1773325921,USR59556,MCH3416,24157.19,UTR 5147247058,5812,TXN_SUCCESS
TXN00015733,12/01/2026 10:38:46,USR73203,MCH4921,"₹23,068.15",UTR4906919827,5812,Success
TXN00013684,2026-01-10 23:17:03,USR71201,MCH1876,12812.0,UTR4063303775,05411,SUCCESS
TXN00010585,2026-01-29 15:46:34,USR24751,MCH9872,13249.08,UTR7587902960,7011,TXN_FAILED
TXN00011008,2026-01-28 15:17:00,USR54614,MCH4264,"₹21,924.20",UTR2563524160,5411,Success
TXN00006716,2026-01-02 05:45:26,USR22917,MCH2987,10383.53,UTR9869222610,05411,Success
TXN00011988,2026-02-23 04:17:53,USR39411,MCH6899,4388.86,UTR4489857332,05411,COMPLETED
TXN00019190,2026-03-28 22:53:50,USR40156,MCH5550,"INR 16,929",UTR7623017193,,SUCCESS
TXN00017946,22/02/2026 21:44:50,USR92111,MCH6617,"₹7,673.78",UTR1180481543,4131,S
TXN00011196,2026-03-31 09:52:10,USR38446,MCH8975,6636.87,UTR8852772240,05411,TXN_SUCCESS
TXN00012186,2026-02-17 20:24:00,USR23767,MCH3987,"₹17,855.90",UTR5888961856,5912,Success
TXN00007886,2026-01-05 15:10:14,USR94364,MCH1339,20567.97,UTR6282859116,05411,Success
TXN00004875,08/03/2026 07:22:13,USR96809,MCH4647,7504.44,UTR4721769443,4131,Success
TXN00015259,2026-01-29 06:16:09,USR49649,MCH9682,Rs. 20005.95,UTR8196104797,5912,Success
TXN00016949,01-20-2026 06:47:02 AM,USR72712,MCH1782,1979.38,UTR1983391441,5912,S
TXN00013550,2026-02-05 02:17:25,USR30674,MCH6201,2548.29,UTR9773151194,5812,SUCCESS
TXN00016987,02/01/2026 09:03:27,USR47495,MCH1578,7423.46,UTR 1100183661,5912,Declined
TXN00001634,14/02/2026 14:52:36,USR65269,MCH8636,19888.29,,4131,TXN_SUCCESS
TXN00016449,03-31-2026 11:29:42 AM,USR95709,MCH3769,"INR 22,668",UTR4702223072,05411,TXN_SUCCESS
TXN00004655,2026-02-26 12:03:16,USR70749,MCH8556,9591.09,,5812,SUCCESS
TXN00019371,2026-03-21 00:27:06,USR27046,MCH8333,INR 986,UTR3642220875,,Declined
TXN00014810,2026-02-07 03:57:43,USR81834,MCH3029,24268.5,UTR9172621182,,TXN_SUCCESS
TXN00002996,2026-03-28 07:30:46,USR61903,MCH3601,"₹21,633.74",UTR7890900025,05411,TXN_SUCCESS
TXN00011160,2026-03-02 23:24:57,USR27616,MCH6481,"INR 16,806",UTR3294741617,5812,S
TXN00010741,02/02/2026 12:26:33,USR15061,MCH4804,4143.37,UTR7386847064,5912,TXN_SUCCESS
TXN00016054,2026-03-15 17:25:32,USR97655,MCH2994,"INR 18,941",UTR2697110394,5912,S
TXN00010406,03-01-2026 11:05:31 AM,USR39771,MCH6240,"INR 3,836",UTR4227161363,5411,Success
TXN00013235,2026-01-12 03:08:28,USR47710,MCH6094,"INR 16,886",UTR0066664561,,COMPLETED
TXN00006585,19/01/2026 05:00:28,USR44123,MCH7754,"INR 16,732",UTR 1689479216,,Declined
TXN00005840,19/01/2026 05:55:18,USR84908,MCH1735,Rs. 15754.17,UTR9072275875,05411,S
TXN00016413,2026-02-01 02:15:02,USR92400,MCH9344,"₹17,706.71",UTR1740172412,05411,TXN_SUCCESS
TXN00004868,2026-02-07 13:23:54,USR93237,MCH7572,3721.18,UTR9813726827,05411,PENDING
TXN00005041,2026-03-22 04:42:45,USR90186,MCH8443,19057.68,UTR2607972751,4131,PROCESSING
TXN00013613,28/02/2026 06:01:08,USR98840,MCH8750,Rs. 8158.5,UTR5123035994,4131,COMPLETED
TXN00018923,2026-02-12 17:59:38,USR86807,MCH5375,17067.63,UTR8352863454,5912,TXN_SUCCESS
TXN00008479,2026-03-07 11:40:53,USR24548,MCH9785,16344.88,UTR5809846755,7011,COMPLETED
TXN00019154,22/03/2026 01:43:35,USR22225,MCH5636,"₹6,733.15",UTR8597010120,5411,TXN_SUCCESS
TXN00015706,2026-03-16 03:34:27,USR37300,MCH6609,10817.76,UTR6672419213,05411,SUCCESS
TXN00017326,2026-01-16 09:04:17,USR81947,MCH8074,20107.8,UTR5052190850,5812,SUCCESS
TXN00012258,2026-02-14 10:39:26,USR39713,MCH1626,14032.14,UTR4651887866,7011,SUCCESS
TXN00015087,2026-02-06 14:29:51,USR88704,MCH1215,20189.39,UTR0751485481,5812,PROCESSING
TXN00019857,02-09-2026 03:41:00 AM,USR67796,MCH8712,Rs. 211.24,UTR8189973392,7011,SUCCESS
TXN00000177,18/03/2026 21:40:43,USR28325,MCH9077,17276.53,UTR8663756957,7011,F
TXN00012912,2026/03/28,USR30978,MCH9908,24191.5,UTR9157318722,5411,S
TXN00007379,2026-01-14 20:32:36,USR66270,MCH9453,14724.37,UTR1142824760,05411,SUCCESS
TXN00017346,2026-01-22 01:32:53,USR23985,MCH2723,16481.25,UTR1526990755,5411,COMPLETED
TXN00014500,28/02/2026 05:47:30,USR26901,MCH5923,"INR 11,286",UTR1499575305,5411,SUCCESS
TXN00007480,2026-01-19 08:27:03,USR45861,MCH2075,11174.02,UTR5355237036,05411,TXN_SUCCESS
TXN00012911,2026-02-03 12:29:32,USR46419,MCH5476,"INR 13,823",UTR1407477405,5912,SUCCESS
TXN00008542,2026/01/31,USR92163,MCH6199,16858.06,UTR6410701829,7011,Success
TXN00014578,2026-02-10 06:46:18,USR66686,MCH9359,Rs. 13050.61,UTR0760065719,5812,COMPLETED
TXN00007317,2026-03-21 07:38:35,USR65505,MCH1188,₹991.91,UTR 5875619884,05411,Fail
TXN00009314,2026-02-10 06:09:46,USR89578,MCH4870,9202.5,UTR0682753399,4131,SUCCESS
TXN00005446,2026-02-26 21:31:04,USR41646,MCH6067,4985.34,UTR1262500889,5411,SUCCESS
TXN00014987,1773999885,USR71597,MCH6891,"19,835.69",UTR0992222217,5912,SUCCESS
TXN00015976,2026-01-28 04:49:06,USR58618,MCH7167,21392.06,UTR1551133333,,SUCCESS
TXN00018175,2026-01-20 21:50:05,USR99724,MCH1187,"22,039.46",UTR 6259172376,5812,TXN_SUCCESS
TXN00003327,01-24-2026 05:34:03 AM,USR50180,MCH8041,"₹20,077.02",UTR 9718863227,05411,S
TXN00006578,2026-03-14 02:10:32,USR69772,MCH4722,"₹6,774.38",UTR2673307361,5411,SUCCESS
TXN00001276,2026-01-29 06:41:00,USR21900,MCH7166,2632.21,UTR4393563745,5812,COMPLETED
TXN00017824,13/03/2026 18:12:22,USR81401,MCH3791,-10772.53,,4131,SUCCESS
TXN00003900,2026-03-23 19:16:17,USR45274,MCH6867,21118.2,UTR5090389669,5411,PENDING
TXN00018993,2026-03-20 10:51:22,USR80566,MCH5688,22457.84,UTR0407472273,5912,TXN_SUCCESS
TXN00007977,2026-02-13 17:14:55,USR59729,MCH5534,23043.95,UTR8306436493,7011,FAILED
TXN00004421,2026-03-07 02:50:51,USR10975,MCH8263,2469.62,UTR0506165263,4131,Fail
TXN00017771,2026-01-11 14:25:06,USR19653,MCH2507,Rs. 17712.24,UTR 3305282374,,Success
TXN00014635,2026-01-16 22:31:03,USR32962,MCH5769,15069.8,UTR5310599417,5411,SUCCESS
TXN00013022,2026-01-08 22:57:02,USR81136,MCH1729,21673.17,UTR8577323199,05411,Success
TXN00000436,2026-03-07 13:21:33,USR14798,MCH7697,"₹17,527.22",UTR6105433681,4131,Success
TXN00009731,03-01-2026 06:23:13 PM,USR78470,MCH4872,Rs. 3468.08,UTR6987383825,4131,Pending
TXN00016617,15/02/2026 11:32:06,USR62756,MCH7791,4556.72,UTR6515305435,5411,Initiated
TXN00008680,2026-03-05 07:50:56,USR69132,MCH5952,"3,604.42",UTR6535850415,4131,TXN_SUCCESS
TXN00018514,2026-03-26 14:40:48,USR27322,MCH2707,Rs. 22664.2,UTR7923475048,5812,Declined
TXN00017996,17/02/2026 06:23:02,USR27839,MCH4801,"INR 15,550",UTR6726426537,7011,COMPLETED
TXN00006370,2026-03-27 06:59:46,USR61711,MCH7735,Rs. 20756.77,UTR8050534838,5812,Success
TXN00013444,03-16-2026 01:29:24 PM,USR33990,MCH1756,Rs. 18875.74,UTR 7666877637,5411,S
TXN00009497,2026/01/03,USR50302,MCH3807,12387.99,UTR7847095865,,SUCCESS
TXN00014911,05/01/2026 01:32:21,USR20967,MCH7927,"₹6,446.62",UTR8685267263,5411,COMPLETED
TXN00006669,2026-02-23 04:28:49,USR38687,MCH7200,"₹3,807.98",UTR4446218395,5812,COMPLETED
TXN00001122,2026-01-24 07:59:43,USR39842,MCH3608,Rs. 23891.73,UTR0786172667,4131,SUCCESS
TXN00013817,02-26-2026 08:44:53 PM,USR59959,MCH2658,6482.37,UTR7604415263,7011,TXN_SUCCESS
TXN00010526,2026-01-20 07:07:27,USR84121,MCH7874,"₹19,108.50",UTR3019976327,05411,S
TXN00016808,2026-02-09 17:06:59,USR72238,MCH6665,Rs. 23758.88,UTR 7089965932,7011,COMPLETED
TXN00015762,2026-02-14 16:42:08,USR67074,MCH9122,7321.99,UTR4782240357,7011,COMPLETED
TXN00003442,2026-01-09 10:06:49,USR15218,MCH9840,"13,196.66",UTR9689714431,5812,TXN_SUCCESS
TXN00017741,2026-02-11 21:24:23,USR93015,MCH8353,"₹10,278.44",UTR4787443581,5812,SUCCESS
TXN00016361,2026/01/28,USR38546,MCH9864,-9036.96,UTR2408665365,,Success
TXN00010683,2026-03-26 14:51:46,USR94547,MCH6857,6191.31,UTR0810895888,5912,PENDING
TXN00001543,30/03/2026 09:28:58,USR65215,MCH6176,"14,187.13",UTR1713045226,5812,F
TXN00016226,16/02/2026 12:10:01,USR21946,MCH5589,"₹23,634.50",UTR6633529381,05411,F
TXN00013750,2026-03-04 04:36:03,USR88206,MCH7499,5330.8,UTR 3297262942,4131,Success
TXN00004711,2026-03-30 07:04:20,USR57517,MCH8132,10480.05,UTR8624838589,4131,SUCCESS
TXN00015237,02-23-2026 04:57:21 AM,USR87771,MCH5967,"₹9,401.11",UTR7206382142,5411,S
TXN00012851,2026-01-07 18:08:09,USR99515,MCH8216,5634.21,UTR7128976305,05411,TXN_SUCCESS
TXN00018974,2026/02/09,USR16910,MCH1736,17609.54,UTR5129405414,05411,Declined
TXN00002234,2026-02-08 10:12:11,USR67423,MCH3231,"INR 21,308",UTR4684317120,5912,Fail
TXN00008360,02/01/2026 19:37:13,USR57178,MCH8030,3971.82,UTR7078317314,4131,PROCESSING
TXN00016185,01-02-2026 12:26:25 PM,USR24888,MCH6383,"₹3,529.43",UTR6616893715,5812,SUCCESS
TXN00014682,2026-01-15 20:02:48,USR66688,MCH2366,566.04,UTR0353117695,,S
TXN00008512,03-01-2026 01:42:21 AM,USR40225,MCH5306,Rs. 16295.48,UTR4120905444,4131,TXN_SUCCESS
TXN00005199,2026-02-28 13:47:48,USR81946,MCH7691,9686.71,UTR3409237296,7011,COMPLETED
TXN00005979,06/02/2026 08:01:06,USR59785,MCH3463,Rs. 13444.15,UTR2114434812,5912,S
TXN00019698,17/02/2026 21:44:48,USR37946,MCH5497,17180.34,UTR0910688127,5912,SUCCESS
TXN00018602,2026-01-03 13:24:31,USR33632,MCH4219,"13,674.58",UTR7391958905,4131,SUCCESS
TXN00012703,17/02/2026 22:27:46,USR11412,MCH1036,18865.54,UTR3131023042,5912,COMPLETED
TXN00002146,2026/03/15,USR10621,MCH4079,20542.71,UTR2625111089,05411,Success
TXN00010569,2026-01-04 02:47:08,USR75277,MCH4451,"₹23,213.77",UTR4733246920,4131,COMPLETED
TXN00014871,2026-01-18 17:47:25,USR36205,MCH8352,4863.88,UTR7446410585,05411,SUCCESS
TXN00004407,19/03/2026 06:49:59,USR34453,MCH1999,23725.03,UTR7429306225,,Pending
TXN00014511,18/01/2026 00:33:03,USR84339,MCH5311,23354.54,UTR2822127200,,COMPLETED
TXN00003693,2026-03-21 10:58:09,USR70645,MCH9104,"INR 19,383",UTR 3298655949,5812,COMPLETED
TXN00009489,03-28-2026 07:57:11 AM,USR91625,MCH7526,2502.16,UTR5596602686,4131,TXN_SUCCESS
TXN00019168,1774864889,USR26622,MCH3125,9594.04,UTR 6355717016,5812,S
TXN00009908,15/02/2026 13:23:26,USR11221,MCH5092,16.02,UTR7524713564,5912,TXN_SUCCESS
TXN00003860,2026-02-23 11:05:24,USR88768,MCH9012,20842.76,UTR7333229487,5411,TXN_SUCCESS
TXN00011272,11/02/2026 20:52:46,USR14582,MCH1187,"INR 2,258",UTR0765719193,5812,TXN_SUCCESS
TXN00003276,01-29-2026 01:25:42 AM,USR54780,MCH2929,20536.5,UTR3533980149,5912,COMPLETED
TXN00000958,2026-01-28 00:23:05,USR75937,MCH7137,1183.68,UTR1494367780,,TXN_FAILED
TXN00003415,2026-02-02 02:32:59,USR11349,MCH5064,19595.62,UTR2616445791,5912,S
TXN00005826,2026/01/23,USR92621,MCH5875,9036.79,UTR3054395961,7011,S
TXN00001947,2026-02-14 11:18:59,USR33984,MCH8762,11010.57,UTR7240090404,5812,FAILED
TXN00015333,01-12-2026 07:45:43 AM,USR82519,MCH1071,14660.83,UTR7533695087,05411,SUCCESS
TXN00014050,1769737771,USR53715,MCH1738,INR 492,UTR4495414272,5411,COMPLETED
TXN00007732,2026-03-08 07:45:19,USR36724,MCH5026,3536.74,UTR1692482198,5912,COMPLETED
TXN00010984,07/03/2026 17:40:19,USR92458,MCH6767,"8,928.65",UTR5386627822,,S
TXN00010392,2026-03-09 14:29:12,USR32402,MCH9325,13546.75,UTR3470636245,,FAILED
TXN00014174,2026-01-07 17:55:33,USR62342,MCH5620,20411.78,UTR0581928628,7011,COMPLETED
TXN00014608,2026/02/12,USR43854,MCH8963,Rs. 15780.33,UTR 2688650475,7011,COMPLETED
TXN00003561,24/02/2026 06:05:30,USR82487,MCH4577,Rs. 7668.52,UTR6037065928,7011,PROCESSING
TXN00002817,08/02/2026 15:29:11,USR54708,MCH5300,"INR 12,477",UTR1796114864,7011,COMPLETED
TXN00014012,04/03/2026 11:49:24,USR50582,MCH4816,22794.33,UTR 9250939574,4131,COMPLETED
TXN00000883,1770750019,USR69777,MCH9893,502.57,UTR5778601955,4131,COMPLETED
TXN00008570,2026-03-20 17:56:23,USR11710,MCH3009,"₹6,867.57",UTR8763795565,5912,COMPLETED
TXN00017427,27/03/2026 04:08:43,USR77559,MCH5401,"₹3,699.61",UTR8318733494,7011,COMPLETED
TXN00000598,2026-03-27 13:50:55,USR37696,MCH9015,Rs. 4316.27,UTR1756910119,5812,S
TXN00006962,1767959778,USR94153,MCH4161,9998.99,UTR3882378578,5912,Success
TXN00014589,1769257731,USR37568,MCH8866,14778.76,UTR8436782034,5812,TXN_SUCCESS
TXN00016318,01-26-2026 11:13:08 PM,USR51564,MCH9261,"₹18,228.65",UTR 8006344503,5812,Success
TXN00014568,2026-02-01 21:54:10,USR42028,MCH5553,22233.24,UTR6165125816,7011,SUCCESS
TXN00015173,2026/02/18,USR21839,MCH4634,"18,734.77",UTR0175987371,5411,Success
TXN00006260,2026-01-15 20:48:43,USR46647,MCH8587,Rs. 5394.42,UTR0466670226,5411,COMPLETED
TXN00004497,2026-02-18 01:21:48,USR97612,MCH4821,12209.56,UTR3072468622,5411,TXN_SUCCESS
TXN00000447,2026-03-02 03:15:48,USR74677,MCH4496,"₹24,650.17",UTR4893368033,7011,COMPLETED
TXN00002215,02-01-2026 12:45:52 PM,USR75269,MCH2205,18169.51,UTR8340091152,4131,TXN_FAILED
TXN00019997,01/02/2026 21:20:51,USR77634,MCH4084,1179.88,UTR9968524304,4131,S
TXN00019013,2026-03-16 01:00:51,USR76613,MCH2711,Rs. 9456.99,UTR6870240915,4131,COMPLETED
TXN00013551,2026/02/20,USR13959,MCH1876,8682.23,,5812,COMPLETED
TXN00018789,2026-03-15 06:03:40,USR95459,MCH4531,"INR 24,728",UTR 5498336935,5812,TXN_SUCCESS
TXN00014955,2026-03-31 19:29:33,USR17535,MCH6522,14787.65,,05411,TXN_SUCCESS
TXN00005537,2026-03-27 21:09:19,USR53758,MCH4257,3646.43,UTR8556895722,5411,Success
TXN00013405,2026-02-16 06:23:34,USR77767,MCH1507,6671.09,UTR9151741096,4131,SUCCESS
TXN00017589,22/02/2026 04:36:06,USR29843,MCH9625,9066.64,UTR5899502589,7011,FAILED
TXN00013950,2026-03-05 01:59:51,USR97996,MCH2002,Rs. 22468.34,UTR2280215459,4131,Success
TXN00002400,05/03/2026 16:43:05,USR16669,MCH9325,15926.19,UTR0887513805,5912,S
TXN00009859,2026-01-04 16:13:54,USR95344,MCH8116,8308.53,UTR0780204177,5812,Success
TXN00007386,06/03/2026 01:05:34,USR18488,MCH6033,"INR 8,142",UTR4805576825,7011,S
TXN00010341,2026-01-30 20:08:52,USR89876,MCH6407,Rs. 3172.35,,5411,SUCCESS
TXN00003770,02-06-2026 02:51:54 PM,USR17848,MCH3884,2923.41,UTR2034217329,7011,TXN_SUCCESS
TXN00016773,2026-02-18 10:32:59,USR12654,MCH4499,16221.85,UTR0265955108,5912,COMPLETED
TXN00001670,2026-01-29 15:56:15,USR15518,MCH2376,-20438.07,,5411,S
TXN00012120,2026-01-03 19:02:46,USR79624,MCH8295,"19,002.33",UTR 2931500422,5411,S
TXN00008500,2026-01-31 14:21:51,USR35069,MCH1911,7909.46,UTR4212784480,05411,S
TXN00015727,2026-01-25 05:59:42,USR57342,MCH1439,11988.34,UTR8873416700,,S
TXN00009420,2026-03-10 22:02:49,USR38803,MCH3991,"₹12,941.35",,05411,Success
TXN00001199,1771343388,USR65987,MCH8919,18743.8,UTR0251796640,05411,S
TXN00001448,03-22-2026 07:02:02 PM,USR55075,MCH6082,20954.5,UTR2829070364,5912,S
TXN00014875,2026-01-26 04:20:01,USR58506,MCH9305,19357.65,UTR2465949716,4131,FAILED
TXN00004839,2026-01-30 06:53:38,USR38591,MCH4660,1004.89,UTR 2700569632,5812,SUCCESS
TXN00009359,2026-01-04 10:51:24,USR76631,MCH5171,21360.11,,05411,COMPLETED
TXN00006498,2026/01/08,USR78391,MCH2425,655.72,UTR0125260109,5912,Success
TXN00015195,24/03/2026 08:08:46,USR28928,MCH2783,"INR 6,221",UTR9027146413,5912,COMPLETED
TXN00017531,02-02-2026 06:10:31 PM,USR48796,MCH2299,16082.6,UTR8893138371,,COMPLETED
TXN00002818,2026-01-31 12:34:16,USR58936,MCH1878,312.46,UTR2465743439,5912,S
TXN00000217,11/01/2026 07:57:18,USR58918,MCH9871,8141.74,UTR9162764417,5812,S
TXN00004396,2026-02-27 11:56:00,USR14434,MCH5447,-21055.71,UTR5688040998,05411,S
TXN00015949,2026/01/06,USR56741,MCH6250,12292.37,UTR9288393262,5912,TXN_SUCCESS
TXN00017140,01-26-2026 04:19:39 PM,USR97573,MCH6717,18027.75,UTR4254043147,5411,SUCCESS
TXN00007546,2026/01/10,USR24502,MCH5596,1176.65,UTR2634566812,05411,COMPLETED
TXN00003690,2026-02-28 01:14:56,USR82470,MCH8580,488.7,UTR3407038171,5812,COMPLETED
TXN00013424,03-05-2026 05:33:39 AM,USR68223,MCH4714,17252.88,UTR 0790639145,5912,COMPLETED
TXN00009827,2026-03-09 12:22:38,USR34968,MCH6561,11897.84,UTR5344075115,4131,TXN_SUCCESS
TXN00018769,2026-02-07 08:19:49,USR22345,MCH8984,17519.8,UTR0939785717,5411,S
TXN00006677,2026-01-20 12:06:19,USR44214,MCH5710,15848.24,UTR3283005659,5411,S
TXN00003903,2026-01-07 14:22:36,USR72721,MCH4704,22877.37,UTR2222244899,,Success
TXN00010903,2026-02-24 14:41:24,USR26359,MCH6140,19748.8,,5812,S
TXN00016974,2026-03-06 20:27:55,USR28095,MCH6281,23434.12,UTR0279851852,5411,SUCCESS
TXN00009592,2026-01-10 10:38:21,USR61857,MCH7627,3204.96,UTR4863945236,05411,Success
TXN00011556,22/02/2026 08:52:31,USR84235,MCH1734,"₹14,124.67",UTR1125218552,,COMPLETED
TXN00001332,2026-01-04 20:52:56,USR29841,MCH2781,17982.85,UTR0423450142,05411,SUCCESS
TXN00013679,2026-02-20 05:11:36,USR54417,MCH9774,11333.88,,4131,SUCCESS
TXN00010137,1769544073,USR99699,MCH6976,-2989.52,UTR2111122394,,Fail
TXN00009159,16/03/2026 07:30:05,USR37409,MCH1959,"16,490.66",UTR5612629439,5912,Success
TXN00004945,2026-03-06 16:04:40,USR84338,MCH2931,"19,850.44",UTR1333206211,5812,S
TXN00008248,2026-03-25 20:28:05,USR77726,MCH8904,14775.89,UTR5141781610,7011,TXN_SUCCESS
TXN00001669,2026-03-09 21:26:18,USR60146,MCH2654,2918.0,UTR8614983586,5411,S
TXN00009510,31/01/2026 23:40:22,USR63213,MCH6948,4016.12,UTR2957316439,05411,Success
TXN00003717,05/01/2026 13:14:52,USR29181,MCH7012,8505.9,UTR2619231363,5411,COMPLETED
TXN00018627,2026-01-14 09:01:42,USR61050,MCH2747,2773.94,UTR5105045684,05411,Success
TXN00018377,23/01/2026 11:30:52,USR39494,MCH1107,20775.59,UTR1346864702,5812,Success
TXN00003178,07/03/2026 10:04:57,USR85992,MCH6264,"INR 22,043",UTR 8460490130,,Success
TXN00008737,02/03/2026 07:02:26,USR10560,MCH4646,9783.4,UTR8975330634,5812,COMPLETED
TXN00007213,2026-01-02 00:40:49,USR66464,MCH9769,"₹6,687.58",UTR1300996770,05411,SUCCESS
TXN00017017,03-09-2026 02:50:13 PM,USR37353,MCH1208,7992.36,UTR0823062163,05411,S
TXN00012600,2026-02-11 22:08:19,USR63935,MCH4838,13945.95,UTR1953834705,7011,Success
TXN00006523,03-18-2026 08:59:19 PM,USR93535,MCH3454,"₹19,815.57",UTR3864806127,5411,SUCCESS
TXN00002463,2026-01-16 18:03:48,USR47976,MCH3110,15588.91,UTR6892405551,5812,TXN_SUCCESS
TXN00013378,2026/03/19,USR64276,MCH1513,"₹24,248.44",UTR5460080522,5912,COMPLETED
TXN00004161,2026-01-27 19:02:15,USR35492,MCH7880,12866.39,UTR8257795933,,PENDING
TXN00013699,1770206837,USR32477,MCH5382,5669.35,UTR0701569906,7011,TXN_SUCCESS
TXN00001506,2026-03-26 10:19:07,USR39079,MCH2234,"INR 9,977",UTR0371717356,5912,Success
TXN00017634,2026-02-26 02:34:08,USR47176,MCH2207,Rs. 15993.65,UTR 8925110800,4131,COMPLETED
TXN00013228,03/01/2026 08:03:24,USR49278,MCH5746,17905.14,UTR6248231605,05411,TXN_SUCCESS
TXN00015889,2026-01-25 01:17:34,USR59516,MCH6421,12800.58,UTR2799513471,,S
TXN00006725,2026-01-20 09:48:23,USR15828,MCH2114,"₹14,905.64",UTR1952463281,4131,Success
